RxMAC,SeqNum,GpsLon,GpsLat,CamLon,CamLat,Timestamp
4c:5e:0c:84:35:f6,19,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526033
4c:5e:0c:84:35:f6,20,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526069
4c:5e:0c:84:35:f6,21,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526104
4c:5e:0c:84:35:f6,22,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526129
4c:5e:0c:84:35:f6,23,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526160
4c:5e:0c:84:35:f6,24,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526189
4c:5e:0c:84:35:f6,25,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526221
4c:5e:0c:84:35:f6,26,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526257
4c:5e:0c:84:35:f6,27,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526289
4c:5e:0c:84:35:f6,28,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526324
4c:5e:0c:84:35:f6,29,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526359
4c:5e:0c:84:35:f6,30,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526392
4c:5e:0c:84:35:f6,31,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526428
4c:5e:0c:84:35:f6,32,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526460
4c:5e:0c:84:35:f6,33,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526492
4c:5e:0c:84:35:f6,34,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526512
4c:5e:0c:84:35:f6,35,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526544
4c:5e:0c:84:35:f6,36,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526579
4c:5e:0c:84:35:f6,37,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526623
4c:5e:0c:84:35:f6,38,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526652
4c:5e:0c:84:35:f6,39,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526689
4c:5e:0c:84:35:f6,40,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526733
4c:5e:0c:84:35:f6,41,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526778
4c:5e:0c:84:35:f6,42,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526814
4c:5e:0c:84:35:f6,43,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526831
4c:5e:0c:84:35:f6,44,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526844
4c:5e:0c:84:35:f6,45,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526870
4c:5e:0c:84:35:f6,46,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526906
4c:5e:0c:84:35:f6,47,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526923
4c:5e:0c:84:35:f6,48,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526955
4c:5e:0c:84:35:f6,49,-2.602526,51.4558161,-2.6024233,51.4557362,1549879526979
4c:5e:0c:84:35:f6,50,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527010
4c:5e:0c:84:35:f6,51,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527030
4c:5e:0c:84:35:f6,52,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527070
4c:5e:0c:84:35:f6,53,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527100
4c:5e:0c:84:35:f6,54,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527127
4c:5e:0c:84:35:f6,55,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527161
4c:5e:0c:84:35:f6,56,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527190
4c:5e:0c:84:35:f6,57,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527232
4c:5e:0c:84:35:f6,58,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527266
4c:5e:0c:84:35:f6,59,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527294
4c:5e:0c:84:35:f6,60,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527328
4c:5e:0c:84:35:f6,61,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527362
4c:5e:0c:84:35:f6,62,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527393
4c:5e:0c:84:35:f6,63,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527422
4c:5e:0c:84:35:f6,64,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527457
4c:5e:0c:84:35:f6,65,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527473
4c:5e:0c:84:35:f6,66,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527490
4c:5e:0c:84:35:f6,67,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527532
4c:5e:0c:84:35:f6,68,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527566
4c:5e:0c:84:35:f6,69,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527597
4c:5e:0c:84:35:f6,70,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527619
4c:5e:0c:84:35:f6,71,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527649
4c:5e:0c:84:35:f6,72,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527687
4c:5e:0c:84:35:f6,73,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527738
4c:5e:0c:84:35:f6,74,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527764
4c:5e:0c:84:35:f6,75,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527795
4c:5e:0c:84:35:f6,76,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527819
4c:5e:0c:84:35:f6,77,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527852
4c:5e:0c:84:35:f6,78,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527882
4c:5e:0c:84:35:f6,79,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527917
4c:5e:0c:84:35:f6,80,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527954
4c:5e:0c:84:35:f6,81,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527963
4c:5e:0c:84:35:f6,82,-2.602526,51.4558161,-2.6024233,51.4557362,1549879527995
4c:5e:0c:84:35:f6,83,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528013
4c:5e:0c:84:35:f6,84,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528047
4c:5e:0c:84:35:f6,85,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528066
4c:5e:0c:84:35:f6,86,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528092
4c:5e:0c:84:35:f6,87,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528119
4c:5e:0c:84:35:f6,88,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528156
4c:5e:0c:84:35:f6,89,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528192
4c:5e:0c:84:35:f6,90,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528227
4c:5e:0c:84:35:f6,91,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528263
4c:5e:0c:84:35:f6,92,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528280
4c:5e:0c:84:35:f6,93,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528309
4c:5e:0c:84:35:f6,94,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528334
4c:5e:0c:84:35:f6,95,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528366
4c:5e:0c:84:35:f6,96,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528393
4c:5e:0c:84:35:f6,97,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528441
4c:5e:0c:84:35:f6,98,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528465
4c:5e:0c:84:35:f6,99,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528492
4c:5e:0c:84:35:f6,100,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528524
4c:5e:0c:84:35:f6,101,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528546
4c:5e:0c:84:35:f6,102,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528574
4c:5e:0c:84:35:f6,103,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528597
4c:5e:0c:84:35:f6,104,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528629
4c:5e:0c:84:35:f6,105,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528649
4c:5e:0c:84:35:f6,106,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528688
4c:5e:0c:84:35:f6,107,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528722
4c:5e:0c:84:35:f6,108,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528759
4c:5e:0c:84:35:f6,109,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528786
4c:5e:0c:84:35:f6,110,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528805
4c:5e:0c:84:35:f6,111,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528831
4c:5e:0c:84:35:f6,112,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528860
4c:5e:0c:84:35:f6,113,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528881
4c:5e:0c:84:35:f6,114,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528920
4c:5e:0c:84:35:f6,115,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528941
4c:5e:0c:84:35:f6,116,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528966
4c:5e:0c:84:35:f6,117,-2.602526,51.4558161,-2.6024233,51.4557362,1549879528998
4c:5e:0c:84:35:f6,118,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529021
4c:5e:0c:84:35:f6,119,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529058
4c:5e:0c:84:35:f6,120,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529077
4c:5e:0c:84:35:f6,121,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529110
4c:5e:0c:84:35:f6,122,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529140
4c:5e:0c:84:35:f6,123,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529172
4c:5e:0c:84:35:f6,124,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529199
4c:5e:0c:84:35:f6,125,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529221
4c:5e:0c:84:35:f6,126,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529239
4c:5e:0c:84:35:f6,127,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529266
4c:5e:0c:84:35:f6,128,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529293
4c:5e:0c:84:35:f6,129,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529317
4c:5e:0c:84:35:f6,130,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529351
4c:5e:0c:84:35:f6,131,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529388
4c:5e:0c:84:35:f6,132,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529413
4c:5e:0c:84:35:f6,133,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529458
4c:5e:0c:84:35:f6,134,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529527
4c:5e:0c:84:35:f6,135,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529590
4c:5e:0c:84:35:f6,136,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529635
4c:5e:0c:84:35:f6,137,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529677
4c:5e:0c:84:35:f6,138,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529724
4c:5e:0c:84:35:f6,139,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529777
4c:5e:0c:84:35:f6,140,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529810
4c:5e:0c:84:35:f6,141,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529851
4c:5e:0c:84:35:f6,142,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529901
4c:5e:0c:84:35:f6,143,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529932
4c:5e:0c:84:35:f6,144,-2.602526,51.4558161,-2.6024233,51.4557362,1549879529983
4c:5e:0c:84:35:f6,145,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530016
4c:5e:0c:84:35:f6,146,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530055
4c:5e:0c:84:35:f6,147,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530100
4c:5e:0c:84:35:f6,148,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530147
4c:5e:0c:84:35:f6,149,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530191
4c:5e:0c:84:35:f6,150,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530231
4c:5e:0c:84:35:f6,151,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530272
4c:5e:0c:84:35:f6,152,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530325
4c:5e:0c:84:35:f6,153,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530375
4c:5e:0c:84:35:f6,154,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530406
4c:5e:0c:84:35:f6,155,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530431
4c:5e:0c:84:35:f6,156,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530469
4c:5e:0c:84:35:f6,157,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530483
4c:5e:0c:84:35:f6,158,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530515
4c:5e:0c:84:35:f6,159,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530544
4c:5e:0c:84:35:f6,160,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530571
4c:5e:0c:84:35:f6,161,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530611
4c:5e:0c:84:35:f6,162,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530641
4c:5e:0c:84:35:f6,163,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530667
4c:5e:0c:84:35:f6,164,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530696
4c:5e:0c:84:35:f6,165,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530716
4c:5e:0c:84:35:f6,166,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530733
4c:5e:0c:84:35:f6,167,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530751
4c:5e:0c:84:35:f6,168,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530770
4c:5e:0c:84:35:f6,169,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530799
4c:5e:0c:84:35:f6,170,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530825
4c:5e:0c:84:35:f6,171,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530849
4c:5e:0c:84:35:f6,172,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530869
4c:5e:0c:84:35:f6,173,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530891
4c:5e:0c:84:35:f6,174,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530909
4c:5e:0c:84:35:f6,175,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530927
4c:5e:0c:84:35:f6,176,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530951
4c:5e:0c:84:35:f6,177,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530970
4c:5e:0c:84:35:f6,178,-2.602526,51.4558161,-2.6024233,51.4557362,1549879530989
4c:5e:0c:84:35:f6,179,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531012
4c:5e:0c:84:35:f6,180,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531030
4c:5e:0c:84:35:f6,181,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531051
4c:5e:0c:84:35:f6,182,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531067
4c:5e:0c:84:35:f6,183,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531095
4c:5e:0c:84:35:f6,184,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531122
4c:5e:0c:84:35:f6,185,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531139
4c:5e:0c:84:35:f6,186,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531155
4c:5e:0c:84:35:f6,187,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531171
4c:5e:0c:84:35:f6,188,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531193
4c:5e:0c:84:35:f6,189,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531215
4c:5e:0c:84:35:f6,190,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531244
4c:5e:0c:84:35:f6,191,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531260
4c:5e:0c:84:35:f6,192,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531274
4c:5e:0c:84:35:f6,193,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531301
4c:5e:0c:84:35:f6,194,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531317
4c:5e:0c:84:35:f6,195,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531344
4c:5e:0c:84:35:f6,196,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531366
4c:5e:0c:84:35:f6,197,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531384
4c:5e:0c:84:35:f6,198,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531404
4c:5e:0c:84:35:f6,199,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531431
4c:5e:0c:84:35:f6,200,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531446
4c:5e:0c:84:35:f6,201,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531466
4c:5e:0c:84:35:f6,202,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531486
4c:5e:0c:84:35:f6,203,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531511
4c:5e:0c:84:35:f6,204,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531527
4c:5e:0c:84:35:f6,205,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531546
4c:5e:0c:84:35:f6,206,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531568
4c:5e:0c:84:35:f6,207,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531593
4c:5e:0c:84:35:f6,208,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531617
4c:5e:0c:84:35:f6,209,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531634
4c:5e:0c:84:35:f6,210,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531656
4c:5e:0c:84:35:f6,211,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531682
4c:5e:0c:84:35:f6,212,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531697
4c:5e:0c:84:35:f6,213,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531720
4c:5e:0c:84:35:f6,214,-2.602526,51.4558161,-2.6024233,51.4557362,1549879531745
