rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,RxMAC,SeqNum,GpsLon,GpsLat,CamLon,CamLat,Timestamp
1549879525700859801,,0,,1549879525,321285930,'',"""4c",2,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525321
1549879525923423252,,1,,1549879525,343375993,'',"""4c",3,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525343
1549879526125809774,,2,,1549879525,405442510,'',"""4c",4,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525405
1549879526307928585,,3,,1549879525,459187505,'',"""4c",5,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525459
1549879526499920747,,4,,1549879525,488848740,'',"""4c",6,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525488
1549879526701807289,,5,,1549879525,517700783,'',"""4c",7,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525517
1549879526893992487,,6,,1549879525,554536431,'',"""4c",8,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525554
1549879527096148871,,7,,1549879525,587315514,'',"""4c",9,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525587
1549879527308228773,,8,,1549879525,618819406,'',"""4c",10,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525618
1549879527519981866,,9,,1549879525,645764866,'',"""4c",11,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525645
1549879527722221220,,10,,1549879525,699634646,'',"""4c",12,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525699
1549879527913745007,,11,,1549879525,747288238,'',"""4c",13,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525747
1549879528095394301,,12,,1549879525,788895757,'',"""4c",14,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525788
1549879528287332075,,13,,1549879525,827631317,'',"""4c",15,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525827
1549879528479232905,,14,,1549879525,859142025,'',"""4c",16,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525859
1549879528681392478,,15,,1549879525,904510349,'',"""4c",17,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525904
1549879528873485992,,16,,1549879525,947410703,'',"""4c",18,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525947
1549879529076098548,,17,,1549879525,958878706,'',"""4c",19,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525958
1549879529278651776,,18,,1549879525,994672350,'',"""4c",20,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525994
1549879529471027525,,19,,1549879526,35446079,'',"""4c",21,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526035
1549879529653164942,,20,,1549879526,69112152,'',"""4c",22,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526069
1549879529876051853,,21,,1549879526,67112528,'',"""4c",23,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526067
1549879530078239840,,22,,1549879526,113185691,'',"""4c",24,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526113
1549879530290534378,,23,,1549879526,141676466,'',"""4c",25,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526141
1549879530472955147,,24,,1549879526,203193944,'',"""4c",26,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526203
1549879530665154046,,25,,1549879526,228121179,'',"""4c",27,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526228
1549879530857324647,,26,,1549879526,262343186,'',"""4c",28,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526262
1549879531039479118,,27,,1549879526,301526804,'',"""4c",29,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526301
1549879531251655990,,28,,1549879526,311909135,'',"""4c",30,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526311
1549879531443873023,,29,,1549879526,356884133,'',"""4c",31,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526356
1549879531666319064,,30,,1549879526,357824378,'',"""4c",32,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526357
1549879531868563007,,31,,1549879526,419479143,'',"""4c",33,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526419
1608501116945297956,,32,,1549879526,453280859,'',"""4c",34,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526453
1608501117178678035,,33,,1549879526,467088308,'',"""4c",35,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526467
1608501117378808975,,34,,1549879526,514424087,'',"""4c",36,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526514
1608501117578635931,,35,,1549879526,558474327,'',"""4c",37,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526558
1608501117778826951,,36,,1549879526,574681248,'',"""4c",38,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526574
1608501118012182950,,37,,1549879526,605184844,'',"""4c",39,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526605
1608501118212197065,,38,,1549879526,644014902,'',"""4c",40,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526644
1608501118412138938,,39,,1549879526,690872056,'',"""4c",41,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526690
1608501118645827054,,40,,1549879526,705302661,'',"""4c",42,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526705
1608501118878807067,,41,,1549879526,720037443,'',"""4c",43,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526720
1608501119112262964,,42,,1549879526,744402673,'',"""4c",44,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526744
1608501119345563888,,43,,1549879526,773884812,'',"""4c",45,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526773
1608501119545912981,,44,,1549879526,830722382,'',"""4c",46,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526830
1608501119745457887,,45,,1549879526,852362987,'',"""4c",47,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526852
1608501119978801965,,46,,1549879526,867163455,'',"""4c",48,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526867
1608501120178927898,,47,,1549879526,925781847,'',"""4c",49,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526925
1608501120378839969,,48,,1549879526,938199992,'',"""4c",50,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526938
1608501120578854084,,49,,1549879526,962397536,'',"""4c",51,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526962
1608501120812267065,,50,,1549879526,989404541,'',"""4c",52,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526989
1608501121045499086,,51,,1549879527,12160340,'',"""4c",53,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527012
1608501121278749942,,52,,1549879527,46458717,'',"""4c",54,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527046
1608501121478864908,,53,,1549879527,104952748,'',"""4c",55,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527104
1608501121712635040,,54,,1549879527,112206513,'',"""4c",56,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527112
1608501121946041107,,55,,1549879527,150682464,'',"""4c",57,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527150
1608501122178853988,,56,,1549879527,181818061,'',"""4c",58,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527181
1608501122412237882,,57,,1549879527,200155035,'',"""4c",59,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527200
1608501122612101078,,58,,1549879527,249284159,'',"""4c",60,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527249
1608501122845503091,,59,,1549879527,257532560,'',"""4c",61,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527257
1608501123078828096,,60,,1549879527,281808812,'',"""4c",62,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527281
1608501123278858900,,61,,1549879527,330553300,'',"""4c",63,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527330
1608501123512284040,,62,,1549879527,334737689,'',"""4c",64,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527334
1608501123745476007,,63,,1549879527,381416587,'',"""4c",65,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527381
