rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,msg_source,computation_status,header,seq,stamp,secs,nsecs,frame_id,batch_size,t_op,app_flo,execution_time,required_flops,machine_availabel_flops,cav_vehicle_model_out,header,seq,stamp,secs,nsecs,frame_id,vehicle_states,x_1,x_2,x_3,x_4,x_5,x_6,x_7,vehicle_control_signals,u,w,pose,position,x,y,z,orientation,x,y,z,w,fuel_cost,ego_path,id,lanes,ego_status,header,seq,stamp,secs,nsecs,frame_id,COLLISSION_DETECT,COLLISION_DISTANC,COLLISION_TIME,COLLISION_SUBJECT,LAST_DECISION,participants_status
5136021782,,14,,3,216636514,'','',,,3,,0,0,'',10000.0,0.01,10000.0,0.50856,1000000.0,555371974.0,,,5,,2,950491272,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,4,,0,0,'',False,0.0,0.0,'',2,[]
5136021782,,15,,3,216638618,'','',,,3,,0,0,'',10000.0,0.01,10000.0,0.50856,1000000.0,555371974.0,,,5,,2,950491272,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,4,,0,0,'',False,0.0,0.0,'',2,[]
5137072489,,16,,3,444148854,'','',,,4,,0,0,'',10000.0,0.01,10000.0,0.541537,1000000.0,511882062.0,,,6,,3,216560558,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,5,,0,0,'',False,0.0,0.0,'',2,[]
5654626142,,17,,3,638649392,'','',,,4,,0,0,'',10000.0,0.01,10000.0,0.541537,1000000.0,511882062.0,,,7,,3,443986285,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,5,,0,0,'',False,0.0,0.0,'',2,[]
5654626142,,18,,3,861956810,'','',,,4,,0,0,'',10000.0,0.01,10000.0,0.541537,1000000.0,511882062.0,,,8,,3,638843007,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,5,,0,0,'',False,0.0,0.0,'',2,[]
5921567802,,19,,4,87310996,'','',,,5,,0,0,'',10000.0,0.01,10000.0,0.502294,1000000.0,560844632.0,,,9,,3,861940430,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,6,,0,0,'',False,0.0,0.0,'',2,[]
6171841970,,20,,4,318108436,'','',,,5,,0,0,'',10000.0,0.01,10000.0,0.502294,1000000.0,560844632.0,,,10,,4,86952486,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,6,,0,0,'',False,0.0,0.0,'',2,[]
6411539152,,21,,4,590705310,'','',,,6,,0,0,'',10000.0,0.01,10000.0,0.519946,1000000.0,529672238.0,,,11,,4,318253267,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,7,,0,0,'',False,0.0,0.0,'',2,[]
6667994359,,22,,4,847630320,'','',,,6,,0,0,'',10000.0,0.01,10000.0,0.519946,1000000.0,529672238.0,,,12,,4,590637253,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,7,,0,0,'',False,0.0,0.0,'',2,[]
6908011465,,23,,4,847631478,'','',,,6,,0,0,'',10000.0,0.01,10000.0,0.519946,1000000.0,529672238.0,,,12,,4,590637253,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,7,,0,0,'',False,0.0,0.0,'',2,[]
7149560507,,24,,5,136300073,'','',,,6,,0,0,'',10000.0,0.01,10000.0,0.519946,1000000.0,529672238.0,,,13,,4,847511990,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,7,,0,0,'',False,0.0,0.0,'',2,[]
7391808755,,25,,5,381933250,'','',,,7,,0,0,'',10000.0,0.01,10000.0,0.503625,1000000.0,592573279.0,,,14,,5,135946818,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,8,,0,0,'',False,0.0,0.0,'',2,[]
7631399511,,26,,5,653565294,'','',,,7,,0,0,'',10000.0,0.01,10000.0,0.503625,1000000.0,592573279.0,,,15,,5,381694677,'',,50.5499992371,-56.8819999695,1.47000002861,0.0,0.0,0.0,0.0,,0.0,0.0,,,50.5499992371,-56.8819999695,0.0,,0.0,0.0,0.67058716625,0.74183074381,0.00999999977648,,0,[],,,8,,0,0,'',False,0.0,0.0,'',2,[]
