rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,msg_source,computation_status,header,seq,stamp,secs,nsecs,frame_id,batch_size,t_op,app_flo,execution_time,required_flops,machine_availabel_flops,cav_vehicle_model_out,header,seq,stamp,secs,nsecs,frame_id,vehicle_states,x_1,x_2,x_3,x_4,x_5,x_6,x_7,vehicle_control_signals,u,w,pose,position,x,y,z,orientation,x,y,z,w,fuel_cost,ego_path,id,lanes,ego_status,header,seq,stamp,secs,nsecs,frame_id,COLLISSION_DETECT,COLLISION_DISTANC,COLLISION_TIME,COLLISION_SUBJECT,LAST_DECISION,participants_status
12311688237,,41,,8,629641480,'','',,,12,,0,0,'',10000.0,0.01,10000.0,0.515847,1000000.0,541902620.0,,,27,,8,374282677,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,13,,0,0,'',False,0.0,0.0,'',2,[]
12538194697,,42,,8,629643765,'','',,,12,,0,0,'',10000.0,0.01,10000.0,0.515847,1000000.0,541902620.0,,,27,,8,374282677,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,13,,0,0,'',False,0.0,0.0,'',2,[]
12766246563,,43,,8,868425181,'','',,,12,,0,0,'',10000.0,0.01,10000.0,0.515847,1000000.0,541902620.0,,,28,,8,629395095,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,13,,0,0,'',False,0.0,0.0,'',2,[]
12993126149,,44,,9,126451924,'','',,,13,,0,0,'',10000.0,0.01,10000.0,0.531455,1000000.0,529131325.0,,,29,,8,868867147,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,14,,0,0,'',False,0.0,0.0,'',2,[]
13207296599,,45,,9,399186823,'','',,,13,,0,0,'',10000.0,0.01,10000.0,0.531455,1000000.0,529131325.0,,,30,,9,126636590,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,14,,0,0,'',False,0.0,0.0,'',2,[]
13431473370,,46,,9,641599516,'','',,,13,,0,0,'',10000.0,0.01,10000.0,0.531455,1000000.0,529131325.0,,,31,,9,399182293,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,14,,0,0,'',False,0.0,0.0,'',2,[]
13652801520,,47,,9,641602032,'','',,,13,,0,0,'',10000.0,0.01,10000.0,0.531455,1000000.0,529131325.0,,,31,,9,399182293,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,14,,0,0,'',False,0.0,0.0,'',2,[]
13880656307,,48,,9,915085231,'','',,,14,,0,0,'',10000.0,0.01,10000.0,0.514354,1000000.0,560318260.0,,,32,,9,641561509,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,15,,0,0,'',False,0.0,0.0,'',2,[]
14093403008,,49,,10,201114807,'','',,,14,,0,0,'',10000.0,0.01,10000.0,0.514354,1000000.0,560318260.0,,,33,,9,916307628,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,15,,0,0,'',False,0.0,0.0,'',2,[]
14330818987,,50,,10,201117215,'','',,,14,,0,0,'',10000.0,0.01,10000.0,0.514354,1000000.0,560318260.0,,,33,,9,916307628,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,15,,0,0,'',False,0.0,0.0,'',2,[]
14589909193,,51,,10,439434049,'','',,,15,,0,0,'',10000.0,0.01,10000.0,0.514408,1000000.0,537757283.0,,,34,,10,201502425,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,16,,0,0,'',False,0.0,0.0,'',2,[]
14842341403,,52,,10,684945666,'','',,,15,,0,0,'',10000.0,0.01,10000.0,0.514408,1000000.0,537757283.0,,,35,,10,439243515,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,16,,0,0,'',False,0.0,0.0,'',2,[]
15086607872,,53,,10,933508564,'','',,,15,,0,0,'',10000.0,0.01,10000.0,0.514408,1000000.0,537757283.0,,,36,,10,684673421,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,16,,0,0,'',False,0.0,0.0,'',2,[]
15086607872,,54,,11,161906977,'','',,,16,,0,0,'',10000.0,0.01,10000.0,0.493523,1000000.0,583752418.0,,,37,,10,933320375,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,17,,0,0,'',False,0.0,0.0,'',2,[]
15346639071,,55,,11,384561151,'','',,,16,,0,0,'',10000.0,0.01,10000.0,0.493523,1000000.0,583752418.0,,,38,,11,161811966,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,17,,0,0,'',False,0.0,0.0,'',2,[]
15868630542,,56,,11,607444230,'','',,,16,,0,0,'',10000.0,0.01,10000.0,0.493523,1000000.0,583752418.0,,,39,,11,384556798,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,17,,0,0,'',False,0.0,0.0,'',2,[]
15868630542,,57,,11,607444230,'','',,,16,,0,0,'',10000.0,0.01,10000.0,0.493523,1000000.0,583752418.0,,,39,,11,384556798,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,17,,0,0,'',False,0.0,0.0,'',2,[]
16122150678,,58,,11,832611109,'','',,,17,,0,0,'',10000.0,0.01,10000.0,0.512088,1000000.0,539146046.0,,,40,,11,607626742,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,18,,0,0,'',False,0.0,0.0,'',2,[]
16628269175,,59,,12,72094590,'','',,,17,,0,0,'',10000.0,0.01,10000.0,0.512088,1000000.0,539146046.0,,,41,,11,832629975,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,18,,0,0,'',False,0.0,0.0,'',2,[]
16869261983,,60,,12,310715701,'','',,,18,,0,0,'',10000.0,0.01,10000.0,0.507508,1000000.0,548833865.0,,,42,,12,72123266,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,19,,0,0,'',False,0.0,0.0,'',2,[]
17117125046,,61,,12,537224943,'','',,,18,,0,0,'',10000.0,0.01,10000.0,0.507508,1000000.0,548833865.0,,,43,,12,310598067,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,19,,0,0,'',False,0.0,0.0,'',2,[]
17117125046,,62,,12,765217410,'','',,,18,,0,0,'',10000.0,0.01,10000.0,0.507508,1000000.0,548833865.0,,,44,,12,537151508,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,19,,0,0,'',False,0.0,0.0,'',2,[]
17659930563,,63,,12,992262843,'','',,,19,,0,0,'',10000.0,0.01,10000.0,0.504848,1000000.0,563867908.0,,,45,,12,765174290,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,20,,0,0,'',False,0.0,0.0,'',2,[]
17659930563,,64,,13,206510447,'','',,,19,,0,0,'',10000.0,0.01,10000.0,0.504848,1000000.0,563867908.0,,,46,,12,991932533,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,20,,0,0,'',False,0.0,0.0,'',2,[]
17903912730,,65,,13,206511829,'','',,,19,,0,0,'',10000.0,0.01,10000.0,0.504848,1000000.0,563867908.0,,,46,,12,991932533,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,20,,0,0,'',False,0.0,0.0,'',2,[]
18380116287,,66,,13,430240405,'','',,,19,,0,0,'',10000.0,0.01,10000.0,0.504848,1000000.0,563867908.0,,,47,,13,207296599,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,20,,0,0,'',False,0.0,0.0,'',2,[]
18599959182,,67,,13,652120318,'','',,,20,,0,0,'',10000.0,0.01,10000.0,0.500507,1000000.0,583025787.0,,,48,,13,430253375,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,21,,0,0,'',False,0.0,0.0,'',2,[]
18599959182,,68,,13,879475763,'','',,,20,,0,0,'',10000.0,0.01,10000.0,0.500507,1000000.0,583025787.0,,,49,,13,651866973,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,21,,0,0,'',False,0.0,0.0,'',2,[]
19125951792,,69,,14,92722030,'','',,,20,,0,0,'',10000.0,0.01,10000.0,0.500507,1000000.0,583025787.0,,,50,,13,879546792,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,21,,0,0,'',False,0.0,0.0,'',2,[]
19125951792,,70,,14,330001609,'','',,,21,,0,0,'',10000.0,0.01,10000.0,0.524898,1000000.0,544056320.0,,,51,,14,92893626,'',,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.00999999977648,,0,[],,,22,,0,0,'',False,0.0,0.0,'',2,[]
