rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,RxMAC,SeqNum,GpsLon,GpsLat,CamLon,CamLat,Timestamp
1608719974782660007,,169,,1549879530,814900331,'',"""4c",169,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530814
1608719974892606019,,170,,1549879530,846505135,'',"""4c",170,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530846
1608719975012625932,,171,,1549879530,860932391,'',"""4c",171,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530860
1608719975152477025,,172,,1549879530,859982254,'',"""4c",172,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530859
1608719975282646894,,173,,1549879530,890130422,'',"""4c",173,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530890
1608719975412633895,,174,,1549879530,913896052,'',"""4c",174,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530913
1608719975542538881,,175,,1549879530,927501071,'',"""4c",175,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530927
1608719975652612924,,176,,1549879530,976460665,'',"""4c",176,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530976
1608719975762631893,,177,,1549879530,995816430,'',"""4c",177,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530995
1608719975892616987,,178,,1549879530,993846861,'',"""4c",178,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530993
1608719976012572050,,179,,1549879531,20434366,'',"""4c",179,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531020
1608719976122629880,,180,,1549879531,48532672,'',"""4c",180,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531048
1608719976242608070,,181,,1549879531,65564555,'',"""4c",181,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531065
1608719976362540006,,182,,1549879531,82327026,'',"""4c",182,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531082
1608719976492585897,,183,,1549879531,97833186,'',"""4c",183,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531097
1608719976602616071,,184,,1549879531,134098550,'',"""4c",184,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531134
1608719976732645034,,185,,1549879531,136461538,'',"""4c",185,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531136
1608719976842613935,,186,,1549879531,174060716,'',"""4c",186,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531174
1608719976983006954,,187,,1549879531,170608326,'',"""4c",187,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531170
1608719977122955083,,188,,1549879531,181232458,'',"""4c",188,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531181
1608719977242609024,,189,,1549879531,226065479,'',"""4c",189,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531226
1608719977362601041,,190,,1549879531,253291272,'',"""4c",190,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531253
1608719977482728958,,191,,1549879531,266249313,'',"""4c",191,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531266
1608719977612957000,,192,,1549879531,277722896,'',"""4c",192,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531277
1608719977742645978,,193,,1549879531,300877274,'',"""4c",193,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531300
1608719977862634897,,194,,1549879531,330510621,'',"""4c",194,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531330
1608719977972625970,,195,,1549879531,361070879,'',"""4c",195,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531361
1608719978082601070,,196,,1549879531,380267253,'',"""4c",196,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531380
1608719978212609052,,197,,1549879531,389210900,'',"""4c",197,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531389
1608719978322583913,,198,,1549879531,426329490,'',"""4c",198,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531426
1608719978432606935,,199,,1549879531,443237766,'',"""4c",199,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531443
1608719978542620897,,200,,1549879531,466777613,'',"""4c",200,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531466
1608719978672591924,,201,,1549879531,467031737,'',"""4c",201,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531467
1608719978812661886,,202,,1549879531,482093250,'',"""4c",202,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531482
1608719978932564020,,203,,1549879531,518881288,'',"""4c",203,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531518
